Original,Translation
ebweeneyo bamenya hukwosia lukoba lunobacha khu mu baamalekisi bayuda bacha alala ne bakanaani bamenyanga ne babaandu ba simioni mala alala baula bakanaani babamenyanga mu kaalimo mu bwimbi bikholwa khukhwola khu lifwa la yoshua,huko waliishi kuienzi mji huu wakaenda kwa waamaleki wayuda wakaenda pamoja na wakanaani walioishi na watu wa simioni kisha kwa pamoja walitwaa wakanaani walioishi kwa yaliyomo kwa ufupi vitendo kufikia kwa kifo cha yoshua
babemeelesi ba israeli  bikholwa ngano ne ngano,wasimamizi wa israeli  vitendo hadithi na hadithi
kamakalukhasia malala kakhaale kakaluukhasibwa kali otinieli aboolela ilihini,mabadiliko mengine ya kitambo yalibadilishwa kuwa othnieli alimwambia ilihini
lueburania luli omukhasi aboolela otinieli,kiebrania kuwa mke akamwambia othnieli
lukoba lwa sefati,mji wa sefati
balwonakila elala nio balutiuukha bali horima yuda aamba kamaloba kwalo ashikeloni ne kamaloba kwalo ashikeloni ne kamaloba kwalo ne ekironi ne kamaloba kwalo,waliuharibu kabisa ndipo wakaukita kuwa horima yuda akachukua mashamba yao ashikeloni na mashamba yao na ekironi na mashamba yao
ekholo ya manase se yaoona babaa kwalo ne ekironi ne kamaloba kwalo,ukoo wa manase haukuwafukuza waliokuwa hapo na ekironi na mashamba yao
baandu babamenyanga mu ngoba cha wele omunyali owa bioosi ayeeta betishani taandachi tori ibuleamu babaandu bayuda mala baamba mekido nende be chingoba chili siimbi khumaloba ke mu sikulu,watu walioishi kwa miji za mungu mweza wa vyote akasaidia bethshaani taandachi tori ibuleamu watu wayuda kisha wakamshika mekido na wa miji zilizo karibu na mashamba ya kwa mlima
ne se banyala baruramo tawe,na hawakuweza kutoka ndani
bakanaani bachiila khuonamo bamenywa be mu maayo lila khumenyamo,wakanaani wakafululiza kuwafukuza wakaazi wa bonde la kuishimo
nga baisiraeli ne tawe sikila baba ne kamaakari ke liie banyoola kamaani bayingiilila bakanaani ke bichuuma,kama waisraeli hapana kwa sababu walikuwa na magari ya vita wakapata nguvu wakawalazimisha wakanaani kama vyuma
heburoni lwaebwa khu kanaani babakholelenge kimilimo ne ekholo eya kalebu nga musa ne aloma,heburoni ikapeanwa kwa kanaani wawe wakiwafanyia kazi na ukoo wa kalebu kama musa alivyosema
kakhaba kario se babaoona boosi barura nio kalebu aoona chikholo chitaru baruramo tawe,hata hivyo hawakuwafukuza wote wakatoka ndipo kalebu akafukuza koo tatu wakatoka huko
ekholo eya efuraimu se yaoona be kholo eya benjamini se baoona bakanaani babamenyanga mu lukoba bayebusi ba babamenyanga mu yerusalemu lwe keseri baruramo tawe nio bakanaani baruramo tawe,ukoo wa efuraimu haukuwafukuza wa ukoo wa benjamini hawakuwafukuza wakanaani walioishi kwa mji wa wayebusi walioishi kwa yerusalemu kwa keseri hawakuondoka
mala bayebusi bachiililila khumenyao ne lilila khumenyayo ne benjamini,kisha wayebusi walifululiza kuishi na kilio kuishi na benjamini
khukhwama endaalo eyo khukhwola ekholo eya sebuluni seyaoona baandu lundi tawe,kutoka siku hiyo kufikia ukoo wa sebuluni hawakufukuza watu tena
babaandu babamenyanga mungoba cha kitironi ne nahaloli baruramo tawe chikholo cha efuraimu ne nio bakanaani khumenyayo ne nabo,watu walioishi kwenye mji wa kitironi na nahaloli hawakuondoka ndipo wakanaani wakafululiza kuishi nao
manase chiula beteli,manase aishinda betheli
ne nabo  mala ekholo eya sebuluni enju eya yosefu  chikholo cha bayingiilila khu bakholela kimilimo efuraimu ne manase yosi yachamo khu khuupana ne beteli mala wele ekholo eya asieri se yaoona babaa omunyali owa bioosi abayeeta,na hao kisha ukoo wa sebuluni nyumba ya yosefu  koo za waliolazimishwa kuwafanyia kazi efuraimu na manase pia ilienda kupigana na betheli kisha mungu ukoo asieri haukuwafukuza mweza wa vyote akawasaidia
nio baandu ba bamenyanga mu ngoba cha ako enju eya yosefu yaruma bayooti khu sidoni ahilabu akisibu holiba afeki ne pelelesia beteli lisina lie lukoba luno rehobu baruramo tawe babaandu ba mu khunyoa liaba bali husi,ndipo watu walioishi kwa mji wa hapo nyumba ya yosefu ikatuma wapelelezi kwa sidoni ahilabu akisibu holiba afeki na kupeleleza betheli jina la mji huu rehobu hawakuondoka watu wa kwanza ikawa husi
bayooti ashera bamenya ne bakanaani ba baaba abo babona omundu alikho arura musumbi ne nabo sikila se babaoona barura lukoba omwo ne acha mala bamuboona aruramo tawe,wapelelezi wa asheri walioishi na wakanaani waliokuwa hapo waliona mtu akiwa anatoka shambani nao kwa sababu hawakuwafukuza wakatoka mji huo na akaeenda kisha hawakumuona akiondoka
bali khwekesie nga ne khunyala ekholo eya nafutali seyaoona khwengila mu lukoba muno mala bamenywa be mu ngoba cha beti efwe khulakhukholela kamalayi,kuwa tuonyeshe jinsi tunavyoweza ukoo wa nafutali haukuwafukuza tukaingia kwa mji huu kisha wakaazi wa mji wa beti sisi tutakufanyia mema
shemesi ne betinati khururamo tawe nio abekesia mala be owa efuraimu babaandu ba nafutali bamenya ne manase beera buli mundu mu lukoba lwa bakanaani ba baaba siimbi ne nabo ba omwo ne kakhali balekha omundu ne kakhali bayingiilila nabakholele yuno nende be enju yewe,shemesi na bethnadi hawakutoka humo ndipo akawaonyesha kisha wa kwa efuraimu watu wa nafutali walioishi na manase waliua kila mtu kwa nchi ya wakanaani waliokuwa karibu nao wa hapo isipokuwa waliacha mtu isipokuwa waliwalazimisha wawafanyie huyu na wa nyumba yake
enyuma we kano omundu niye bayooti balekha baamoni baminakilisha babaandu be khaacha mu sibala sie bahiti mala ekholo eya dani bakobole mu maloba ke ombakhayo lukoba nilwo atiuukha bikulu sikila se babafukiiliila bekha mu maayo tawe,baada ya mtu ambaye waamuzi waliacha waamoni wakafinyina watu wakaenda kwa nchi ya wahiti kisha ukoo wa dani wakarudi kwa mashamba yao waliyojenga mji ambao waliuita mlima kwa sababu hawakuwakubali wakashuka kwa bonde
ne chikholo cha efuraimu babemeelesi babona bibindu biboofu nio manase babamia mala bayingiilila biosi nibio wele omunyali owa bioosi babakholele kimilimo,na koo za efurahimu wasimamizi waliona vitu vikubwa ndipo manase wakaviongoza kisha wakalazimisha vyote ambavyo mungu mweza wa vyote wamewafanyia kazi
si aaba ne akholeele isiraeli be basili lulwakha lwe baamori lwalakikhira balamu,si alikuwa amewafanyia isiraeli wakiwa wangali mpaka wa waamori ukaanzia balamu
omukholi owa wele omunyali owa bioosi yoshua okhwa nuni afwa,mtumishi wa mungu mweza wa vyote yoshua wa nuni akafariki
ali ne bukhulu bwe kimiiko emia ndala ne likhumi,alikuwa na umri wa miaka mia moja na kumi
asikhwa mu maloba kewe omwene e timunatisera mu sibala sie lukulu lwa efuraimu ebunaswa we sikulu sia kaashi,alizikwa kwa mashamba yake mwenyewe ya timunatisera kwa nchi ya mlimawa efuraimu kaskazini wa mlima wa kaashi
eselukho eyo yoosi yafwa mala eselukho eyaloondakho yebilila niko wele omunyali owa bioosi aaba ne akholeele isiraeli,uzao huo wote ulikufa kisha uzao uliofuata ukasahau yale mungu mweza wa vyote alikuwa amewafanyia isiraeli
mala baisiraeli bakhola bumayanu khu wele omunyali owa bioosi nga barakikha khusaya baali,kisha waisraeli wakafanya dhambi kwa mungu mweza wa vyote wakati walianza kumwabudu baali
baloba khusaya wele omunyali owa bioosi wele we bakuuka babwe wele owabarusia e misiri,wakakataa kumwabudu mungu mweza wa vyotemungu wa babu zao mungu aliyewatoa misiri
baisiraeli barakikha khusaya bawele babaandi bawele be babaandu ba baba siimbi,waisraeli wakaanza kuabudu miungu wengine miungu wa watu waliokuwa karibu
babasikamila mala baambia wele omunyali owa bioosi lirima,wakawainamia kisha wakampa mungu mweza wa vyote hasira
baloba khusaya wele omunyali owa bioosi mala bakholela ba baali ne ashitoreti,wakakataa kumwabudu mungu mweza wa vyote kisha wakafanyia wa baali na ashitoreti
nio wele omunyali owa bioosi aba omurafu lukali khu baisiraeli,ndipo mungu mweza wa vyote akawa mkali kwa waisraeli
alekha banuuli babebwakaala mala babanula kimiandu,akawacha wanyanganyi wakawavamia kisha wakawanyanganya mali
alekhula basiku ba baba siimbi babakhila kamaani mala baisiraeli se banyala khukhwelinda lundi tawe,akawachilia maadui waliokuwa karibu wakawashinda nguvu kisha waisraeli hawakuweza kujilinda tena
buli lwoosi nga ne bachichanga mwiie wele omunyali owa bioosi se abechanga lubeka lwabwe tawe bulayi bwene nga aaba ne aboolile,kila mara wakati walipokuwa wakienda vitani mungu mweza wa vyote haikuwa upande wao vizuri na jinsi alikuwa amewaambia
baaba mu butinyu bukali,wakawa kwa shida nyingi
nio wele omunyali owa bioosi aelesia baisiraeli babemeelesi ba babaoona khukhwama khu banuuli,ndipo mungu mweza wa vyote akawapa waisraeli wasimamizi wa waliowafukuza kutoka kwa wanyanganyi
lukoba lwa sefati,mji wa sefati
balwonakila elala nio balutiuukha bali horima yuda aamba kamaloba kwalo ashikeloni ne kamaloba kwalo ashikeloni ne kamaloba kwalo ne ekironi ne kamaloba kwalo,waliuharibu kabisa ndipo wakaukita kuwa horima yuda akachukua mashamba yao ashikeloni na mashamba yao na ekironi na mashamba yao
ekholo ya manase se yaoona babaa kwalo ne ekironi ne kamaloba kwalo,ukoo wa manase haukuwafukuza waliokuwa hapo na ekironi na mashamba yao
baandu babamenyanga mu ngoba cha wele omunyali owa bioosi ayeeta betishani taandachi tori ibuleamu babaandu bayuda mala baamba mekido nende be chingoba chili siimbi khumaloba ke mu sikulu,watu walioishi kwa miji za mungu mweza wa vyote akasaidia bethshaani taandachi tori ibuleamu watu wayuda kisha wakamshika mekido na wa miji zilizo karibu na mashamba ya kwa mlima
ne se banyala baruramo tawe,na hawakuweza kutoka ndani
bakanaani bachiila khuonamo bamenywa be mu maayo lila khumenyamo,wakanaani wakafululiza kuwafukuza wakaazi wa bonde la kuishimo
nga baisiraeli ne tawe sikila baba ne kamaakari ke liie banyoola kamaani bayingiilila bakanaani ke bichuuma,kama waisraeli hapana kwa sababu walikuwa na magari ya vita wakapata nguvu wakawalazimisha wakanaani kama vyuma
heburoni lwaebwa khu kanaani babakholelenge kimilimo ne ekholo eya kalebu nga musa ne aloma,heburoni ikapeanwa kwa kanaani wawe wakiwafanyia kazi na ukoo wa kalebu kama musa alivyosema
kakhaba kario se babaoona boosi barura nio kalebu aoona chikholo chitaru baruramo tawe,hata hivyo hawakuwafukuza wote wakatoka ndipo kalebu akafukuza koo tatu wakatoka huko
ekholo eya efuraimu se yaoona be kholo eya benjamini se baoona bakanaani babamenyanga mu lukoba bayebusi ba babamenyanga mu yerusalemu lwe keseri baruramo tawe nio bakanaani baruramo tawe,ukoo wa efuraimu haukuwafukuza wa ukoo wa benjamini hawakuwafukuza wakanaani walioishi kwa mji wa wayebusi walioishi kwa yerusalemu kwa keseri hawakuondoka
mala bayebusi bachiililila khumenyao ne lilila khumenyayo ne benjamini,kisha wayebusi walifululiza kuishi na kilio kuishi na benjamini
khukhwama endaalo eyo khukhwola ekholo eya sebuluni seyaoona baandu lundi tawe,kutoka siku hiyo kufikia ukoo wa sebuluni hawakufukuza watu tena
babaandu babamenyanga mungoba cha kitironi ne nahaloli baruramo tawe chikholo cha efuraimu ne nio bakanaani khumenyayo ne nabo,watu walioishi kwenye mji wa kitironi na nahaloli hawakuondoka ndipo wakanaani wakafululiza kuishi nao
manase chiula beteli,manase aishinda betheli
ne nabo  mala ekholo eya sebuluni enju eya yosefu  chikholo cha bayingiilila khu bakholela kimilimo efuraimu ne manase yosi yachamo khu khuupana ne beteli mala wele ekholo eya asieri se yaoona babaa omunyali owa bioosi abayeeta,na hao kisha ukoo wa sebuluni nyumba ya yosefu  koo za waliolazimishwa kuwafanyia kazi efuraimu na manase pia ilienda kupigana na betheli kisha mungu ukoo asieri haukuwafukuza mweza wa vyote akawasaidia
nio baandu ba bamenyanga mu ngoba cha ako enju eya yosefu yaruma bayooti khu sidoni ahilabu akisibu holiba afeki ne pelelesia beteli lisina lie lukoba luno rehobu baruramo tawe babaandu ba mu khunyoa liaba bali husi,ndipo watu walioishi kwa mji wa hapo nyumba ya yosefu ikatuma wapelelezi kwa sidoni ahilabu akisibu holiba afeki na kupeleleza betheli jina la mji huu rehobu hawakuondoka watu wa kwanza ikawa husi
bayooti ashera bamenya ne bakanaani ba baaba abo babona omundu alikho arura musumbi ne nabo sikila se babaoona barura lukoba omwo ne acha mala bamuboona aruramo tawe,wapelelezi wa asheri walioishi na wakanaani waliokuwa hapo waliona mtu akiwa anatoka shambani nao kwa sababu hawakuwafukuza wakatoka mji huo na akaeenda kisha hawakumuona akiondoka
bali khwekesie nga ne khunyala ekholo eya nafutali seyaoona khwengila mu lukoba muno mala bamenywa be mu ngoba cha beti efwe khulakhukholela kamalayi,kuwa tuonyeshe jinsi tunavyoweza ukoo wa nafutali haukuwafukuza tukaingia kwa mji huu kisha wakaazi wa mji wa beti sisi tutakufanyia mema
shemesi ne betinati khururamo tawe nio abekesia mala be owa efuraimu babaandu ba nafutali bamenya ne manase beera buli mundu mu lukoba lwa bakanaani ba baaba siimbi ne nabo ba omwo ne kakhali balekha omundu ne kakhali bayingiilila nabakholele yuno nende be enju yewe,shemesi na bethnadi hawakutoka humo ndipo akawaonyesha kisha wa kwa efuraimu watu wa nafutali walioishi na manase waliua kila mtu kwa nchi ya wakanaani waliokuwa karibu nao wa hapo isipokuwa waliacha mtu isipokuwa waliwalazimisha wawafanyie huyu na wa nyumba yake
enyuma we kano omundu niye bayooti balekha baamoni baminakilisha babaandu be khaacha mu sibala sie bahiti mala ekholo eya dani bakobole mu maloba ke ombakhayo lukoba nilwo atiuukha bikulu sikila se babafukiiliila bekha mu maayo tawe,baada ya mtu ambaye waamuzi waliacha waamoni wakafinyina watu wakaenda kwa nchi ya wahiti kisha ukoo wa dani wakarudi kwa mashamba yao waliyojenga mji ambao waliuita mlima kwa sababu hawakuwakubali wakashuka kwa bonde
ne chikholo cha efuraimu babemeelesi babona bibindu biboofu nio manase babamia mala bayingiilila biosi nibio wele omunyali owa bioosi babakholele kimilimo,na ukoo wa efuraimu wasimamizi wakaona vitu vikubwa ambavyo manase walitoa kisha wakawalazimisha vyote ambavyo mungu mweza wa vyote amewafanyia kazi
si aaba ne akholeele isiraeli be basili lulwakha lwe baamori lwalakikhira balamu,si alikuwa amewafanyia isiraeli wakiwa wangali mpaka wa waamori ukaanzia balamu
omukholi owa wele omunyali owa bioosi yoshua okhwa nuni afwa,mtumishi wa mungu mweza wa vyote yoshua wa nuni akafariki
ali ne bukhulu bwe kimiiko emia ndala ne likhumi,alikuwa na umri wa miaka mia moja na kumi
asikhwa mu maloba kewe omwene e timunatisera mu sibala sie lukulu lwa efuraimu ebunaswa we sikulu sia kaashi,alizikwa kwa mashamba yake mwenyewe ya timunatisera kwa nchi ya mlimawa efuraimu kaskazini wa mlima wa kaashi
eselukho eyo yoosi yafwa mala eselukho eyaloondakho yebilila niko wele omunyali owa bioosi aaba ne akholeele isiraeli,uzao huo wote ulikufa kisha uzao uliofuata ukasahau yale mungu mweza wa vyote alikuwa amewafanyia isiraeli
mala baisiraeli bakhola bumayanu khu wele omunyali owa bioosi nga barakikha khusaya baali,kisha waisraeli wakafanya dhambi kwa mungu mweza wa vyote wakati walianza kumwabudu baali
baloba khusaya wele omunyali owa bioosi wele we bakuuka babwe wele owabarusia e misiri,wakakataa kumwabudu mungu mweza wa vyotemungu wa babu zao mungu aliyewatoa misiri
baisiraeli barakikha khusaya bawele babaandi bawele be babaandu ba baba siimbi,waisraeli wakaanza kuabudu miungu wengine miungu wa watu waliokuwa karibu
babasikamila mala baambia wele omunyali owa bioosi lirima,wakawainamia kisha wakampa mungu mweza wa vyote hasira
baloba khusaya wele omunyali owa bioosi mala bakholela ba baali ne ashitoreti,wakakataa kumwabudu mungu mweza wa vyote kisha wakafanyia wa baali na ashitoreti
nio wele omunyali owa bioosi aba omurafu lukali khu baisiraeli,ndipo mungu mweza wa vyote akawa mkali kwa waisraeli
alekha banuuli babebwakaala mala babanula kimiandu,akawacha wanyanganyi wakawavamia kisha wakawanyanganya mali
alekhula basiku ba baba siimbi babakhila kamaani mala baisiraeli se banyala khukhwelinda lundi tawe,akawachilia maadui waliokuwa karibu wakawashinda nguvu kisha waisraeli hawakuweza kujilinda tena
buli lwoosi nga ne bachichanga mwiie wele omunyali owa bioosi se abechanga lubeka lwabwe tawe bulayi bwene nga aaba ne aboolile,kila mara wakati walipokuwa wakienda vitani mungu mweza wa vyote haikuwa upande wao vizuri na jinsi alikuwa amewaambia
baaba mu butinyu bukali,wakawa kwa shida nyingi
nio wele omunyali owa bioosi aelesia baisiraeli babemeelesi ba babaoona khukhwama khu banuuli,ndipo mungu mweza wa vyote akawapa waisraeli wasimamizi wa waliowafukuza kutoka kwa wanyanganyi
khukhwama khu banuuli,kutoka kwa wanyanganyi
ne kakhali be lebanoni khukhwama khu sikulu sia baisiraeli se baulila me babemeelesi baali herimoni khukhwola khu silibwa siabwe,isipokuwa wa lebanoni kutoka kwa kilima cha waisraeli hawakuwasikia waamuzi waliokuwa herimoni kufika kwa lango lao
se baba bangali khu wele sie hamati,hawakuwa wa kweli kwa mungu kama hamati
chikholo chino chabalikha omunyali owa bioosi tawe mala basaaya khu isiraeli khumanya ne kali bali bawele babaandi,mbari hizi zilihesabika mweza wa vyotekisha wakaabudu kwa isiraeli kujua na iwapo kama miungu wengine
bakuuka babwe baba baisiraeli baria kamalaka niko wele omunyali owa bioosi aba ne aele bakuuka boosi,babu zao walikuwa waisraeli walitii maagizo ambavyo mungu mweza wa vyote alikuwa amewapa mababu zao
ne kakhali lisaaye lie bakuuka babwe khubirira khu musa namwe bano lilekha khuria kamalaka,isipokuwa uzao wa mababu zao kupitia kwa musa ama hawa kuacha kutii amri
khwako baisiraeli bamenya mulwosi nga wele omunyali owa bioosi mumaloba ke bakanaani bahiti baamori si aechanga baisiraeli omwimeelesi  baperisi ne bayebusi,kwa hayo waisraeli waliishi kufadhaika kama mungu mweza wa vyote kea mashamba ya wakanaani wahiti waamorihakuwapa waisraeli msimamizi waperisi na wayebusi
amuyetanga mala abaonia khukhwama ne nabo mala basaaya bawele khu basiku babwe mu bulamu bwo omwimeelesi oyo bwoosi,alikuwa akiwasaidia kisha akawaokoa kutoka na hao kisha wakaabudu miungu wa maadui wao kwa balamu wa msimamizi huyo wote
wele omunyali owa bioosi aabakholelaanga siisa mu buchuuni bwabwe ne muminaanio,mungu mweza wa vyote akawa akiwafanyia huruma kea machungu na mateso
ne buli lwoosi omwimeelesi owa bioosi wele wabwe bamkholela ne afwiile babaandu bakaluukhananga bumayanu mala basaaya bawele baali bakobole khungila chikhale ne likhola ne ashitoreti,na kila mara msimamizi wa vyote mungu wao wamfanyie akiwa amefariki watu wakarejelea dhambi kisha wakaabudu miungu baali wakarudi kwa njia za kitambo na matendo na ashitoreti
