Original,Translation
lakini esie ndali mbukule marwi kange alafu nderemo ipamba ya rachari,lakini mimi nilikuwa nimeyaziba maskio yangu kwa pamba nyeupe
sindaulira siosi siosi da,sikuskia chochote
lwandari nithendeleanga nende isafari yange ndalola mbu burisindu siri sawa kabisa lakini hatari yari imberi wange,nilipokuwa naendelea na safari yangu niliona kila kitu kiwa shwari kabisa lakini hali ya hatari ilikuwa mbele yangu
bandu mbali mbali bambirakho nindema khubakhesia sibalomaloma dawe,nilikuwa nikijarabu kusalimia watu waliokuwa wakinipita lakini hawakunijibu
sindafwa da mwoyo ndendelea nende isafari yange yakhutsia msikuli,sikufa moyo niliendelea na safari ya kuenda shuleni
karibu sana khula nasikuli mwange mundu mlale yalulaeria nambolera mbu nimwikhowange,nilipokuwa karibu kufika shuleni mtu mmoja alitokea ghafla na kuniambia ni jamaa wa familia yangu
ndauka sana itsuli ino mwikho wange alura yena,nilishangaa hii asubuhi jamaa wangu anatoka wapi
handi yambolera mbu ni khotha wange aginge mumutoka mkobe mdala alole mama wange,tena akaniambia kwamba yeye ni mjomba wangu hivyo basi anibebe kwa gari nimpeleke kwa mama yangu
andari nidema khukhaya lakini yambolera mbu yenyera khumlola khubera mbu kukhu wange nimlwae,nilikuwa nataka kukataa lakini akaniambia kuwa angependa kuonana na mama yangu kwa sababu nyanya shangu ni mgonjwa
lwandari ndakhengira mmutoka yafunikha munwa ndaulira lumbutsi,nilipoingia kwa gari alifunika mdomo nikakosa fahamu
alafu ndakona thindolo nga mundu ufwire itsuli,nililala usingizi kama mtu aliyefariki
ndatemanga hubusia ifahamu lakini wapi,nilijaribu kupata fahamu lakini ilishindikana
bafungira munyumba ya madirisha handi irimo itibi ya maani,walinifungia kwa nyumba ya madirisha na tena ikon televisheni ya maana sana
ndabulira mtibi mama wange natema khundeba khubanakhabari baangi,niliskiza kwenye runinga mama yangu akiniulizia kwa wanahabari wengi
mundu mlala yeetsa munyuba ya bafungiramo khungamira matsi,mtu mmoja alikuja kuniletea maji kwa hiyo nyumba walionifungia
nafungula mikhono kiange ili ngwe matsi,akanifungua mikono zangu ili niweze kunywa maji
ngayafungula mkhono mlala ndamukhuya ingumi ya sikada,aliponifungua mkono mmoja nilimpiga ngumi moja kwa kutumia mkono wa kushoto
nderukha etsimbiro msitekha,nilikimbia mbio hadi kwa kichaka
bangonya lakini sibanyola da,walinitafuta lakini hawakunipata
ndari nde buyendi sana,nilikuwa na wasiwasi sana
msitseha omo ndakutana nde basikari balindanga misala kwe khumbakha tsinyumba msijiji,katika hicho kichaka nilikutana na askari wanaolinda miti za kujenga nyumba kijijini
ndabolera burisindu mani bakhonya ndakalukha mdala mwefu,niliwaeleza kila kit una wakanisaidia kurudi nyumbani kwetu
abandu mulukongo,watu kwa kijiji
ethingongo thinyingi ebuluhya thienyehana huhola ebindu bingi hulola mbu tsinyola huhuyana nende ebindu viholanga ehutsirira hwa abundu hukwa,vijiji viingi vwa waluhya vinafaa kufanya mambo mengi ili wapate umaarufu wa kupambana na vitu vinavyo angusha watu kimaendeleo
maendeleo mutsingongo tsiefu kenyehana hulingwa nende viongozi alala nende bazee ba muthingongo,maendeleo kwa vijiji vyetu inafaa kushughulikuwa na viongozi pamoja na wazee wa vijiji
omundu mwene ahoere huhola wa anyalirwa hu alole shinga ahonya tsingongo tsiefu huendelea huhula,mtu binafsi anafaa afabye pale anawezewa ndipo ataona anavyo saidia vijiji vyetu kuzidi kuendelea kimaendeleo
abasiani bosi bahoere huhuyana nende ovumanani inzala nende vindu vindi vingi,vjjana pia wanafaa kupigana na umaskini njaa pamoja na vitu vingine vingi
ni mbola mbu tsindulo tsindidi etsiulire hubole nende avasiani valala avaholanga obwifi msiro abasiani avakendanga msirima,nikisema ya kwamba rika ndogo wakikaa pmoja na vijana watafanya wizi usiku wale vijana wanaotembea usiku
mundu ahaile hudeshia amenyere yongane yokorwa hudeha kata hufuya tsinguvo tsiaye,mtu amekataa kuoa anaishi pekee yake na hajui kupika hata kuosha nguo zake
anyala hukenda sidere siosi nahava abundu wa anyala hulia ebasava bazee bosi avomtsingongo bavachesie vasiani vano muibarasa mana vavole siavenyanga,anaweza tembea mchana kutwa akitafuta mahali anaweza kula nawaomba wazee wote wa vijiji wawaitishe hawa vijana kwa mhadhara na wasema wanachotaka
abahasi navo vahoere huhola jitihada tsiabwe hulola mbu abasiani babwe vanyolere avahasi banyala huvainua hu maisha kabwe,wanawake nao wanafaa kufanya bidii zao kuona kwamba vijana wao wamepata bibi wanaoweza kuwainua kwa maisha yao
bulayi bwa ingombe,umuhimu wa ngombe
ingombe iri nende tsifaida tsinyingi ikhonyanga bandu khurima tsindalo nori nende indalo ikhongo noobula amapesa kakhulimira olakhaba sa tsisurusi tsibiri,ngombe ako na faida nyingi huwasaidia watu kulima mashamba ukiwa na shamba kubwa na hauna pesa ya kulima utatafuta tu ndama wawili
ingmbe yosi iri nga mundu ikinganga inda khu miosi tisa niitsaka khulira niyakhamala khuibula khalano ni mundu atsaka khuikhera niwakhamala khuikhera okinga amabeere kayo nooyira khusiiro khukusia onyole amapesa,ngombe pia ako kama mtu hubeba ujauzito kwa miezi tisa na anaanza kulia akimaliza kujifungua kisha mtu anaanza kumukama ukishamkama unabeba maziwa yake unapeleka sokoni kuuza unapata pesa
ingombe,ngombe
ingombe ni siruke silayi lukari mubulamu bua mundu ingombe yosi yajamwa nende abaandu bangi khuri nende abandu aba khasibakhamenya bila ingombe mumadala kabu sakira mukenya muno abaandu bangi baruka tsingombe,ngombe ni mfugo mzuri sana kwa maisha ya binadamu ngombe pia anapendwa na watu wengi tuna watu ambao hawawezi kuishi bila ngombe kwa boma zao kwa maana katika kenya hii watu wengi wamefuga ngombe
ingombe niindayi khubeera irukabanga amabeere bila amabere abandu khasibakhanyuerenge itsai khaba sakita mbola mbari ingombe ni sikruke silayi kata kario mundu naalalisia ingombe yaye bilayi ingombe khasiyakhainia amabeere sakira abebusi benyu bababoreranga mbari murisie tsingombe tsienu bilayi,ngombe ni muhimu kwa sababu huleta maziwa bila maziwa watu hawangekunywa chai ndio sababu nasema ngombe ni mfugo mzuri hata hivyo mtu asipomlisha ngombe wake vizuri ngombe hawezi toa maziwa ndio kwa maana wazazi wenu huwaambia mlishe ngombe yenu vizuri
are nende ako ingombe iruberesianga inyama na esio niio esindu sia abaluhyia bakjama lukari mubulamu buabu sakira mulukongo nibasinjire ingombe bandu bangangabaniranga khukulaokhoyere osirie ingombe yao bilayi ili niwinya khusinja ibe niyakhomera khu bandu balakura bangi na olanyola amapesa mangi mapesa ako kanyala kakhukhonya mumakhua mangi nga khulipira omwana wao mapesa musikuli asome inyanga anyala khukhukhonya niwaandire ni wiinya bukhonyi sakira bandu bajama ingombe khushira biosi biri musialo,kando na hayo ngombe hutupea nyama na hiyo ndiyo kitu cha maana ambacho waluhya wanapenda kwa maisha yao ndio kwa maana katika jamii wakichinja ngombe watu hungangania kununua unafaa ulishe ngombe wako vizuri ili ukitaka kuchinja awe amenenepa ndio watu watanunuawengi na utapata pesa mingi pesa hiyo inaweza kukusaidia kwa mambo mengi kama kulipia mtoto wako karo shuleni asome siku moja anaweza kukusaidia ukikwama ukitaka usaidizi ndio kwa maana watu wanapenda ngombe kuliko vyote vilivyo duniani
esikuli sia bujumba bjb,shule ya bujumba bjb
babolanga bali ukhulisia akhuya mao niwikhale,huwa wanasema kuwa anayekulisha anawezakumpiga mamako ukiwa umeketi
abandu abatapeli nibo balia babola shinga olwa bakhukhonyanga khubulishindu khutsingubo shingaolwa bakhulisia nende kata khbakhonya abebusi bao sakira khubolanga khuba,watu wa korofi ndio ambao wanasema jinsi wanakusaidia kwa kila kitu kwa mavazi anavyokulisha na hata kusaidia wazazi wako ndio maana tunasema kwamba
ukhulisia akhuba mao niwikhale,anayekulisha anapiga mamako kama umeketi
sesikuli sia abasiani esia bujumba bjb,shule ya wavulana ya bujumba bjb
okhuchamana,kupendana
khubolela mwanawefu yaliyo omukhana oundi,nakwambia mwanawetu kulikuwa na msichana mwingine
omukhana omulayi muno,msichana mzuri sana
khubolela omwana khulula mwikulu yalo niyelongangwa,nakwambia mtoto kutoka mbinguni aliumbwa akaumbika
esikuli sia bujumba bjb,shule ya bujumba bjb
babolanga bali ukhulisia akhuya mao niwikhale,huwa wanasema kuwa anayekulisha anawezakumpiga mamako ukiwa umeketi
abandu abatapeli nibo balia babola shinga olwa bakhukhonyanga khubulishindu khutsingubo shingaolwa bakhulisia nende kata khbakhonya abebusi bao sakira khubolanga khuba,watu wa korofi ndio ambao wanasema jinsi wanakusaidia kwa kila kitu kwa mavazi anavyokulisha na hata kusaidia wazazi wako ndio maana tunasema kwamba
ukhulisia akhuba mao niwikhale,anayekulisha anapiga mamako kama umeketi
ingombe,ngombe
ingombe ni siruke silayi lukari mubulamu bua mundu ingombe yosi yajamwa nende abaandu bangi khuri nende abandu aba khasibakhamenya bila ingombe mumadala kabu sakira mukenya muno abaandu bangi baruka tsingombe,ngombe ni mfugo mzuri sana kwa maisha ya binadamu ngombe pia anapendwa na watu wengi tuna watu ambao hawawezi kuishi bila ngombe kwa boma zao kwa maana katika kenya hii watu wengi wamefuga ngombe
ingombe niindayi khubeera irukabanga amabeere bila amabere abandu khasibakhanyuerenge itsai khaba sakita mbola mbari ingombe ni sikruke silayi kata kario mundu naalalisia ingombe yaye bilayi ingombe khasiyakhainia amabeere sakira abebusi benyu bababoreranga mbari murisie tsingombe tsienu bilayi,ngombe ni muhimu kwa sababu huleta maziwa bila maziwa watu hawangekunywa chai ndio sababu nasema ngombe ni mfugo mzuri hata hivyo mtu asipomlisha ngombe wake vizuri ngombe hawezi toa maziwa ndio kwa maana wazazi wenu huwaambia mlishe ngombe yenu vizuri
are nende ako ingombe iruberesianga inyama na esio niio esindu sia abaluhyia bakjama lukari mubulamu buabu sakira mulukongo nibasinjire ingombe bandu bangangabaniranga khukulaokhoyere osirie ingombe yao bilayi ili niwinya khusinja ibe niyakhomera khu bandu balakura bangi na olanyola amapesa mangi mapesa ako kanyala kakhukhonya mumakhua mangi nga khulipira omwana wao mapesa musikuli asome inyanga anyala khukhukhonya niwaandire ni wiinya bukhonyi sakira bandu bajama ingombe khushira biosi biri musialo,kando na hayo ngombe hutupea nyama na hiyo ndiyo kitu cha maana ambacho waluhya wanapenda kwa maisha yao ndio kwa maana katika jamii wakichinja ngombe watu hungangania kununua unafaa ulishe ngombe wako vizuri ili ukitaka kuchinja awe amenenepa ndio watu watanunuawengi na utapata pesa mingi pesa hiyo inaweza kukusaidia kwa mambo mengi kama kulipia mtoto wako karo shuleni asome siku moja anaweza kukusaidia ukikwama ukitaka usaidizi ndio kwa maana watu wanapenda ngombe kuliko vyote vilivyo duniani
yaruvukula nende mwitha wange yaruira vusamia wefu,alituchukua na rafiki yetu akatupeleka samia kwetu
lano ata ndari ndakorwa lumarachi luno hindamanyire sa nindi vurekeno,hivyo sijui kimarachi hiki nimejua tu nikiwa huku
ndari ndamanya lusamia luongane,nilijua najua tu kisamia
tsingano etsia oluluhya,mafumbo ya kiluhya brd
tsuyukhana yaayia meno,tmtu ambaye anakiherehere huchomeka jino
kenda kala yaola ebunyolo,mwenda pole alifika ujaluoni
liani lilekwa nilio riritsanga obusuma,mboga ambayo imedharauliwa ndiyo ambayo hutumika kula sima
imbolerwa ni isilu,kuambiwa ni ujinga
imbwa ilondanga msokonyalo kwa nyina,mbwa hufuata tabia za mamake
nandachelerwa yatsia namafwi nabukhwe,yule ambaye hapendi ushauri alienda ukwe akiwa na kinyesi
ukhulisia akhuya mao niwikhale,yule ambaye anakulisha anampiga mamako ukiwa umeketi
tsidaywa tsibili sitsidekherwangwa mnungiro ndala dawe,njogoo wawili huwa hawapikwi katika chungu kimoja
omwana wa liungu ni liungu,mtoto wa mwewe ni mwewe
omukhana omulayi adekha ambi,msichana mzuri huoleka karibu
omulongi alilanga khuluchio,mfinyanzi hula kutokana na ufinyanzi wake
oumenyere yenyene sasabanga amakhono tawe niyanya ukhuria,yule ambaye anaishi pekee yake huwa hanawi mikono anapotaka kula
omusala kukololosie nikusiri omudidi,mti unyooshe ukiwa ungali mchanga
siro nisisuku,usiku ni hatari
oufwa amatsi salekhwaa okhwatsia,yule ambaye amekufa maji haachwi alikofia
nebilayi okhukhonya weikanzu okhushira weinjala,ni vyema kumsaidia aliye na kanzu kuliko kumsaidia aliye na njaa
sikuli syefwe silangwa dadira primary school,shule yetu inaitwa shule ya msingi ya dadira
sikuli siefwe siri mkaunti ya busia nende msubkaunti ya butula,shule yetu inapatikana kaunti ya busia na kata ndogo ya butula
sikuli siefwe siri nende vana mia tsirano vasiani ni mia thidaru nende bahana mia thiviri,shule yetu ina wanafunzi mia tano wavulana ni mia tatu na wasichana mia mbili
sikuli syefwe siri nende thikilasi mnane,shule yetu ina madarasa manane
sikuli siefwe siri nende thikilasi thia makina,shule yetu ina madarasa ya mawe
sikuli siefwe siamera vunyasi nende maua,shuleni kwetu kumemea nyasi na maua
sikuli siefwe siri nende valimu ehumi valimu vamama sita nende vababa vane,shule yetu ina walimu kumi wanawake sita na wanaume wanne
sikuli siefwe siri nende thichoo thindai,shule yetu ina vyoo vizuri
sikuli siefwe siameramo misala mikhongokhongo,shuleni kwetu kumemea miti kubwakubwa
sikuli siefwe sili nende vana vadidi vosi,shule yetu ina wanafunzi wachache
sikuli siefwe siri nende ijikoni,shule yetu ina jikoni
sikuli siefwe siri nende mundu wohurinda sikuli,shule yetu ina mlinzi wa kulinda shule
sikuli siefwe siri nende thitara mthikilasi,shule yetu ina taa madarasani
sikuli siefwe siri nende igeti ye sichuma,shule yetu ina lango la chuma
sikuli syefwe syafenswa nende thiwaya,shule yetu imezingirwa na nyaya
sikuli siefwe siri nende indalo ya hurima nende hurakao madimwa,shule yetu ina shamba ya kulima na kupanda mahindi
sikuli siefwe siri nende siguri sihongo,shule yetu ina uwanja mkubwa
sikuli syefwe siri nende valimu vandi vari nende thimotoka,shule yetu ina walimu wengine walio na magari
sikuli syefu siri nende msala mhongo sana,shule yetu ina mti mkubwa sana
sikuli syefwe siri nende ibendera,shule yetu ina bendera
sikuli syefwe siri nende mwalo kurimo mathi,shule yetu ina mto ulio na maji
khamuna nende kukhu waye,kidiri na nyanya yake
skhamuna ni khasolo khamenyanga msichuru,kidiri ni mnyama anayeishi mwituni
abandu bangi bamujama muno khubera nisiakhulia,watu wengi humpenda sana kwa maana ni kitoweo
khalekhale khaliyo akhamuna nende kukhu,hapo zamani za kale paliondokea kidiri na nyanya
kukhu yali niyajama khamuna muno,nyanya alikuwa anampenda kidiri sana
khamuna nakho khari khachesi khushira kukhu,kidiri naye alikuwa mwerevu kumliko nyanyake
yali inyanga eyokhuraka amadimwa kukhu yali nende indalo injerekha ni yali niyenya khunzia khuraka amadimwa inzerekha habula mwalo kwali omukhongo,ilikuwa siku ya kupanda mahindi nyanya alikuwa na shamba ngambo na alikuwa anataka kwenda kupanda mahindi ngambo lakini kulikuwa na mto mkubwa
kukhu yatsia khubolera khamuna banzie husiro bakule chinjugu,nyanya alienda kumwambia kidiri waende sokoni wanunue njugu
olwa baola khusiro kukhu yakula tsinjugu liani nende bufwa bwa misala,walipofika sokoni nyanya alinunua njugu mboga na mbegu ya miti
olwa yola inyanga yokhuraka tsiinjugu khamuna khabolela kukhu nyine mbu niyenya tsinjugu tsimerere bulayi abukule tsinjugu etsio asiree niyakhamala khusira tsinjugu abukule amatsi abasie nende khuramo majani nende isukari,kidiri alimwambia nyanya akitaka njugu ziote vizuri achukue njugu hizo akaange baada ya kukaanga njugu achukue maji achemshe kisha aweke ndani majani na sukari
kukhu olwa yamala yabelesia khamuna tsiunjugu atsie arake khamuna khabukula thinjugu nende ichai nikhachaka tsimbiro nikhatsira mndalo nachaka khuria tsinjugu,nyanya alipomaliza alimpea sungura mjanja njugu aende apande sungura mjanja alichukua njugu na chai akaanza mbio alielekea shambani akaanza kula njugu
khamuna kharia tsinjugu khamala khamuna khola mudala nikhaebashire amatoyi khabatsa kukhu mbu amarire okhuraka,kidiri alikula njugu hadi akamaliza sungura mjanja alirudi nyumbani akiwa amejipaka matope akamdanganya nyanya amemaliza kupanda
bulayi bua ingokho,umuhimu wa kuku
mbukula ebikha bino khulomalomera eingokho eingokho ni sindu sirukuangwa ingo nende omundu uria unyala khuirinda ingokho ireranga tsifaida tsisabi ingokho nooirisia bilayi inyala khurera ababuyu magi lukari khandi inyala yaalula abaana bangi abana abo nibaalulwa onyala khubakusia mapesa masabi kakhukhonya yewe mwene,nachukua wakati huu kuzungumzia kuku kuku ni kitu kinachofugwa nyumbani na mtu yule ambaye anaweza mlinda kuku huleta faida nyingi kuku ukimlisha vizuri anaweza leta mayai mingi sana tena anaweza agua vifaranga wengi sana vufaranga hao wakiaguliwa unaweza wauza pesa mingi yakakusaidia wewe mwenyewe
nibuadodo mbari ingokho biinyikhana obekho ninayo khubera onyala wabuogwa nende omukeni wao uria owa wajama khubeera khasiwakhaamborera mbari nori nende ingombe onyala khuisinjira omundu mulala khubera ingombe eyo mukeni alairekha abuene nga luaibere ni bilakhutsuna ingokho ni sindu sia mukeni anyala khuriakho siaduduya nibilayi mbari mundu abeekho nende ingokho kata ndala,ni ukweli kwamba kuku unastahili uwe naye kwa sababu unaweza pata mgeni wako yule ambaye unampenda bila kutarajia kwa sababu hauwezi niambia kuwa ukiwa na ngombe unaweza mchinjia mtu mmoja kwa maana ngombe huyo mgeni ataacha ilivyokuwa na itakuuma kuku ni kitu ambacho mgeni anaweza kula ikapungua ni vizuri kuwa mtu awe na kuku hata mmoja
ingokho inyala khualula abaana bakhira makhumi karano niinyola omundu oirisia bilayi inyala khusomisia abaana bao khuerisia abeene bila khurindirisia esia oundi khuno ni khubera noorindirisia esindu sia mundu wundi olafua noobula siosisiosi ingokho ino bandu bairuka ni bandi bamenya ninayo munyumba nibilayi ingokho niiba nende inyumba yayo,kuku anaweza kuagua watoto wanaoshinda kumi na tano akipata mtu wa kumlisha vizuri anaweza kukusomeshea watoto wakobila kungojea ya mtu mwingine hii ni kwa sababu ukingojea kitu cha mtu mwingine utakufa ukiwa hauna chochote kuku huyu watu wamemfuga na wengine wanaishi naye kwa nyumba ni vizuri kuku akiwa na nyumba yake kujilisha wenyewe kuku huyu watu wamemfuga na wengine wanaishi naye kwa nyumba ni vizuri kuku akiwa na nyumba yake
